X,738_cm,693_cm,582_cm,566_cm,532_cm,382_cm,283_cm,233_cm,213_cm,187_cm,153_cm,40_cm,3_cm,Sum,taxonomy,a,b,c,d
d6a04ae55140ba4dfeffabd3c31b4c9c,0,0,0,0,0,0,0,0,0,0,0,7,0,7,Planctomycetes,Planctomycetacia,Pirellulales,Thermoguttaceae,Thermostilla
db96141078b32c626626c6fc9f23b5eb,0,0,0,0,0,0,0,0,0,0,0,0,7,7,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerobacterium
db996cba535d14f9163ce83ea9f75c40,0,0,0,0,0,4,3,0,0,0,0,0,0,7,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,Zavarzinella
dcb546692129edf5a6e8129d113da344,0,0,0,0,0,0,0,0,0,0,0,0,7,7,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloprofundus
dcce92b16186ef1aac471e4bc752ddd1,0,0,0,0,0,0,0,0,0,0,0,0,7,7,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Longilinea
df3b4a2e98858386d9c3ff7da80f2f2d,0,0,0,0,0,0,0,0,0,0,0,0,7,7,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
e1a3e592d31a9f81f914e721f9c696b4,0,0,0,0,2,0,0,5,0,0,0,0,0,7,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides
e5e94d5f2105bcfc07656533e6cf5157,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Acidobacteria,Blastocatellia,Blastocatellales,Pyrinomonadaceae,Pyrinomonas
e7757826e6cf228355b766964ea86bef,0,0,0,0,3,0,4,0,0,0,0,0,0,7,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_incertae_sedis,Dissulfurirhabdus,
e86430ba7d5ea86848a65c2a817f2666,0,0,1,0,0,0,1,1,0,1,1,2,0,7,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium
e8a7353d8f336f86eb0bb2cb2123fd05,0,2,0,0,0,0,0,0,4,0,0,1,0,7,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides
ea8b1597b15e6de9b8b6ed8821f7a6bc,0,0,0,0,0,0,0,0,0,0,0,0,7,7,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile
eaaf3caa91ededc47c4088528fcbac4f,0,0,0,0,0,0,0,0,0,0,0,0,7,7,Diapherotrites,Candidatus Iainarchaeum,,,
eae757a283e9e36e7dd3eb9d6f1a0d88,0,0,0,0,0,0,0,0,0,0,0,7,0,7,Planctomycetes,Planctomycetacia,Pirellulales,Lacipirellulaceae,Lacipirellula
ec8996acac6e4d610101103d9fc9be55,0,0,0,0,0,0,0,0,0,0,0,7,0,7,Verrucomicrobia,Subdivision3,Limisphaera,,
f0c553a76fe6fd83ff80454e757ad1c5,0,0,0,0,0,0,0,0,0,0,0,7,0,7,Cloacimonetes,Candidatus Cloacamonas,,,
f3ea8bae7820c21ac20b0d909c6f4511,0,0,0,0,0,0,0,0,0,0,0,0,7,7,Woesearchaeota,Woesearchaeota Incertae Sedis AR17,,,
f40d7144af23a67ee2b7233ad65bf70a,0,0,0,0,0,0,0,0,0,0,0,0,7,7,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloprofundus
f6fef2a47abce15b4114b62ba942777a,0,7,0,0,0,0,0,0,0,0,0,0,0,7,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetales_incertae_sedis,Exilispira
f767715308060a3ba89a24b26228d234,0,0,0,0,0,0,0,0,0,0,0,0,7,7,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Thermoplasmatales_incertae_sedis,Thermogymnomonas
f84368dcbdc31b68b552d7af2ba1a53d,3,0,0,0,0,4,0,0,0,0,0,0,0,7,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Melioribacter
f9af098c7185e238b03d92c9566659a9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Armatimonadetes,Armatimonadetes_gp2,,,
f9e7b636a51a955e1782b9d270f6cfc9,0,0,0,0,0,0,0,0,0,0,0,0,7,7,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Thermomarinilinea
f9eec98b0ea346b548d703f6227a3e33,7,0,0,0,0,0,0,0,0,0,0,0,0,7,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium
fb0d8040c349dc2d1ad6da8adc8dbc92,0,0,7,0,0,0,0,0,0,0,0,0,0,7,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_incertae_sedis,Dissulfurirhabdus,
0614c3d729a19690665aed4a0da9f3bd,0,0,0,0,0,0,6,0,0,0,0,0,0,6,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
07e23ba69288a1e9c723d72c054b3d41,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Acidibacter,
082f3ed8ff643ead01685b6a3072a4b1,0,0,0,0,0,0,6,0,0,0,0,0,0,6,Diapherotrites,Candidatus Iainarchaeum,,,
087cd084299bc4613a5f561864dbf43b,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Anaerovibrio
0cb1861788fd1dba21ce05e19ef0d02a,0,0,0,6,0,0,0,0,0,0,0,0,0,6,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatirosa
0e82fba99dade9ca8d0425813bcd23c5,0,0,0,0,0,0,0,1,0,0,0,5,0,6,Firmicutes,Clostridia,Clostridiales,Heliobacteriaceae,Hydrogenispora
10ff626ec9a63634a147af3abb1b59fa,0,0,0,0,6,0,0,0,0,0,0,0,0,6,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
1270edbf1bb9a28432ec39ad986762ab,0,0,0,0,0,0,0,0,0,6,0,0,0,6,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
1615e7dcef190cf6568cb5ce5a073999,0,0,0,0,0,0,0,0,0,0,0,6,0,6,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Puniceicoccus
1a855c4e4c70188bf9d156f909fe9b37,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum
1cd706611cb118a3fc1af68fad66aa81,0,0,0,0,0,0,0,6,0,0,0,0,0,6,Chloroflexi,Thermoflexia,Thermoflexales,Thermoflexaceae,Thermoflexus
1e46420aa92327598d0fd2dcb46a8889,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Chlorophyta,
1fa84d49d0f293c08a5b5fe4c0bc4125,0,0,4,0,2,0,0,0,0,0,0,0,0,6,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Schwartzia
2147135035053cd1cd96e47b25f383ad,0,0,0,6,0,0,0,0,0,0,0,0,0,6,Omnitrophica,Omnitrophica_genera_incertae_sedis,,,
2302c50930f3104928f838e35c0f8553,0,0,0,0,0,0,0,0,0,0,0,6,0,6,Synergistetes,Synergistia,Synergistales,Synergistaceae,Lactivibrio
245f9512bd825010d0b8bc2b2d913653,0,0,6,0,0,0,0,0,0,0,0,0,0,6,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
26f9ef0b736ac045de24e911176df7e4,0,0,1,0,1,0,0,0,0,0,0,0,0,6,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulfoglaeba
27389feb1ebddfbe2e963436419b9cad,0,0,0,0,0,0,0,6,0,0,0,0,0,6,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
2ab392276106bf5aa6991248283ba57b,0,0,0,0,0,0,0,6,0,0,0,0,0,6,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloprofundus
2cea715b7f0d8e95d29ffd73e680c671,0,3,3,0,0,0,0,0,0,0,0,0,0,6,Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus
2d8fe930fdd7eb6f2e26ce825573ef7a,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus
31de8892707302e749cc12ff3478c836,0,0,0,0,0,0,0,0,6,0,0,0,0,6,Cyanobacteria/Chloroplast,Cyanobacteria,Family XIII,Loriellopsis,
32898d757cd11d8935a23392a74676be,0,0,0,0,0,0,0,0,0,0,0,5,0,6,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalogenimonas
349770c50887fa513e16c8d18b07f059,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Actinobacteria,Thermoleophilia,Solirubrobacterales,Paraconexibacteraceae,Paraconexibacter
351eb50ff40ef6c8dae3542873826efd,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Acidobacteria,Acidobacteria_Gp17,Gp17,,
3657ccc9e0d6bc80166481f31949bd5b,0,0,0,0,0,0,0,0,0,0,0,6,0,6,Acidobacteria,Acidobacteria_Gp22,Gp22,,
374480c2221a20c3c9f6e21283307da2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,Breznakibacter
3d95d883d7d692c59265d5aaad3d8fec,0,0,0,0,0,0,0,0,0,0,0,6,0,6,Firmicutes,Clostridia,Clostridiales,Peptococcaceae 1,Syntrophobotulus
3dfdb08efc23a1eedfb60f4256d3fae7,0,0,0,0,0,0,0,0,0,0,0,6,0,6,Proteobacteria,Deltaproteobacteria,Syntrophorhabdaceae,Syntrophorhabdus,
401f756e45a9cad8d52a14505b0a4543,0,0,0,0,0,0,0,6,0,0,0,0,0,6,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Anaeroglobus
40f599d614881e4454d8b653fc1259b9,0,0,0,0,0,0,0,0,0,0,0,6,0,6,Microgenomates,Microgenomates_genera_incertae_sedis,,,
417ad1f645ca3581da7107f9cb87ca08,0,0,2,0,0,0,0,0,0,0,0,0,4,6,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Proteocatella
41cc01c6b65942c8a2bbc44f5dfe23a9,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Nguyenibacter
43408ac996fd7d2d09f65729bafb9155,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Deferribacteres,Deferribacteres,Deferribacterales,Calditrichaceae,Calorithrix
43f5b69ad0198da7aa35780fff2c37f2,0,0,0,0,0,0,0,0,0,0,0,6,0,6,Firmicutes,Clostridia,Clostridiales,Natranaerovirga,
4501717e250828c01e84a97b3ef83077,0,0,0,0,0,6,0,0,0,0,0,0,0,6,Acidobacteria,Acidobacteria_Gp13,Gp13,,
4593777cc71b9a245ea1713f60fb114f,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Microgenomates,Microgenomates_genera_incertae_sedis,,,
45df699e71d675a8a107f6ba070f06fd,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ethanoligenens
489c50be96b21ec70182387002c55708,0,0,0,0,0,0,0,0,0,0,0,6,0,6,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Rectinema
4a2b9438aa042aed884c46ffd7af07f6,0,0,0,0,6,0,0,0,0,0,0,0,0,6,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Thermodesulforhabdus
4b494239aea2fc414893f7027b342ec9,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema
4c21695a880f114846eac47d1b3c34e2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Piscinibacter
4e4e6f750bd0427ee4125a5bdfe3060d,0,0,0,0,0,0,0,0,0,1,5,0,0,6,Firmicutes,Clostridia,Clostridiales,Heliobacteriaceae,Hydrogenispora
4fe72f694ba9f4e30dca7ce2175fcc77,0,6,0,0,0,0,0,0,0,0,0,0,0,6,Firmicutes,Clostridia,Clostridiales,Peptococcaceae 2,Cryptanaerobacter
518efbda8d5b1d4ecac721adfd9f4c61,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Thermomarinilinea
57f17174596730a32e204c631373cc06,0,0,0,0,0,6,0,0,0,0,0,0,0,6,Armatimonadetes,Armatimonadetes_gp2,,,
5817bf1e3489bbdc70ccd29b27e4c2a7,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Calderihabitans
59a8759d296b391a10bb7087b687d625,0,0,0,0,0,0,0,6,0,0,0,0,0,6,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
5adbe0c5ac988ae7a911940174724518,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Planctomycetes,Planctomycetacia,Pirellulales,Thermoguttaceae,Thermostilla
5c2f1a67193c7450fc3cdbfb42562d22,0,0,0,0,0,0,0,0,6,0,0,0,0,6,Cyanobacteria/Chloroplast,Cyanobacteria,Family I,Crinalium,
605a962098999c2eff2919651abcd2d3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halomarina
64d6792e3eab2f5bb2444d878a4dfd80,0,0,0,0,0,0,0,0,0,6,0,0,0,6,Planctomycetes,Planctomycetacia,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Brocadia
6659069c32c34f83a8031e44a1cf8008,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Monoglobus
6724fb7e94935cb650c8fe6b0fe576f4,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Rurimicrobium
697e3e0d29e1893c26f282133808689e,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Acidibacter,
6c4f685214f3c064a05b5f0e4e3aec4f,0,6,0,0,0,0,0,0,0,0,0,0,0,6,Hydrogenedentes,Candidatus Hydrogenedens,,,
6de5b05682df70bcc202a1f7c243f87e,0,0,0,0,0,0,0,0,0,0,0,6,0,6,Firmicutes,Clostridia,Clostridiales,Peptococcaceae 1,Syntrophobotulus
70ff0e64e53a934ada1fee7dbfceceee,0,0,0,0,0,0,6,0,0,0,0,0,0,6,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerobacterium
73a4dc63fbf4254a02c896fff70af37a,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
74c5da905575631f22eb23f78d1b1e7f,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
79a4ef60a89315f14dd787e70ea60e0e,0,0,6,0,0,0,0,0,0,0,0,0,0,6,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
7a590aafeb3850db88f3a339034980bb,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus
812688ac90cc11d190dc4fb3a3d763a3,0,0,0,0,0,0,0,0,0,0,0,6,0,6,Acidobacteria,Acidobacteria_Gp1,Terracidiphilus,,
82565cb992c6974b63e8660aa6ea1bf9,0,0,5,0,0,0,0,0,0,0,0,0,0,6,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Halanaerocella
84dd42e8e44822f51dfe839d8326de62,0,0,0,0,0,0,6,0,0,0,0,0,0,6,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Parasporobacterium
85732c8e9a97d6bcd815065a6c1120f0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,Telmatocola
86bd713b818ed5bb156755dc7222d874,0,0,0,0,0,0,0,0,0,0,0,6,0,6,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile
8997894a1a041e436eb1a36fe7c30fa0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,Woesearchaeota,Woesearchaeota Incertae Sedis AR15,,,
8a65ddb9933054e995fd13e8417c34f3,0,0,0,0,0,0,0,0,0,0,6,0,0,6,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides
8a6a545c33fd69e0bf689db81c4efe3f,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Armatimonadetes,Armatimonadetes_gp2,,,
8b34586dbb08feb340a58fb1425e8148,6,0,0,0,0,0,0,0,0,0,0,0,0,6,Planctomycetes,Planctomycetacia,Pirellulales,Thermoguttaceae,Thermostilla
8bd3e051f8987916905fc330a41cf52b,0,0,6,0,0,0,0,0,0,0,0,0,0,6,BRC1,BRC1_genera_incertae_sedis,,,
8cc13b3ddcd0a26c0029ae27f0943044,0,0,0,0,0,0,6,0,0,0,0,0,0,6,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Parascardovia
8d0ff1865e96f779b66dbf5d63b407c8,0,0,0,0,0,0,0,0,0,6,0,0,0,6,Verrucomicrobia,Subdivision3,Limisphaera,,
90a6cbd914a8a8e00092905fff8768c4,0,0,0,0,6,0,0,0,0,0,0,0,0,6,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Tepidisphaera
920653a3d078ef46848a4a09f7eff459,0,0,0,0,0,0,0,6,0,0,0,0,0,6,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides
928c336c7e3d51c6f6250ef1590b9aff,0,0,0,0,0,0,6,0,0,0,0,0,0,6,Acidobacteria,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea
92a7204054d83b6c7888d736a822b130,0,0,0,0,0,0,0,0,0,0,0,6,0,6,Omnitrophica,Omnitrophica_genera_incertae_sedis,,,
95ae47934321861d9df2469519fc4007,0,0,1,1,0,0,4,0,0,0,0,0,0,6,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalogenimonas
9707aeedbc56affd5732d9132c139c73,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile
97b81ad25bde958a79eba5d363e96ab2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Acidobacteria,Acidobacteria_Gp1,Bryocella,,
981af498e0e2aefe28ac0d65b39e99bf,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Schwartzia
99749594ef1ea0b49eab5f53449f5fa1,0,0,0,0,0,0,0,0,0,0,0,6,0,6,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Saccharofermentans
99931c155e7dc233091844789b53381b,0,0,0,0,0,0,0,0,0,0,0,6,0,6,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Nitrococcus
9a40a9d5d7bd7a57f96527ea6033974f,0,0,0,0,0,0,0,0,0,0,0,6,0,6,Omnitrophica,Omnitrophica_genera_incertae_sedis,,,
9a756525d066f7810dae158dcef9d19b,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Chryseotalea
a22c5cd3a2509982c197ea1ceba2c7bc,0,0,0,0,0,0,0,0,0,6,0,0,0,6,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Lawsonibacter
a2db9750ff2983cbee925703361530e9,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatiglans
a476e70394d302823c385c055be5899b,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Cyanobacteria/Chloroplast,Cyanobacteria,Family XI,GpXI,
a90c5e51b63c6a824b12fc4d07432adb,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Fibrobacteres,Chitinispirillia,Chitinispirillales,Chitinispirillaceae,Chitinispirillum
a98fc884db4c42082f38eea16eee758c,0,0,0,0,0,0,0,0,0,0,0,6,0,6,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
aa8778cf7a24d84fdf4ef65e944b568a,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Pelolinea
abf0dfd33a208cc75317c5116d8d5f6f,0,0,0,0,0,0,0,0,0,0,0,6,0,6,candidate division ZB3,ZB3_genera_incertae_sedis,,,
b2508c6b5f86c6cc93404cc89d272ca7,0,0,0,0,0,0,6,0,0,0,0,0,0,6,Woesearchaeota,Woesearchaeota Incertae Sedis AR18,,,
b32050290118ddd5ccae4583c8dbe1be,0,0,0,0,3,0,0,0,0,0,0,0,0,6,Crenarchaeota,Thermoprotei,Acidilobales,Caldisphaeraceae,Caldisphaera
b64412b059e1ccb96bb0a8f395033256,0,0,0,0,0,0,0,0,0,0,0,0,6,6,candidate division ZB3,ZB3_genera_incertae_sedis,,,
bc3dbffed02f3e3cf696131bc5b7c66f,0,0,0,0,6,0,0,0,0,0,0,0,0,6,Planctomycetes,Planctomycetacia,Pirellulales,Thermoguttaceae,Thermostilla
beb5fe9e23d3820acc2328910333ab12,0,0,0,0,0,0,0,0,6,0,0,0,0,6,Firmicutes,Clostridia,Clostridiales,Gracilibacteraceae,Lutispora
bfaf70f9b66eadb7d2098be944815f12,0,0,0,0,0,0,0,0,0,0,0,6,0,6,Firmicutes,Clostridia,Clostridiales,Heliobacteriaceae,Hydrogenispora
c079dec20112391563550661b89d7556,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloprofundus
c8e586a9dcf380af38ff25632a6b6330,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus
c95361e30e9294e2b2880ecd5af4a97f,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Desulfoplanes
cc50bb960643b6f08ae6a282dea4ec6d,0,0,6,0,0,0,0,0,0,0,0,0,0,6,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera
cdfe1d0c9bef0979472a4c004f9e53d4,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Woesearchaeota,Woesearchaeota Incertae Sedis AR16,,,
ce3f25e6ab4c5918ddf45a2ff5974452,0,0,6,0,0,0,0,0,0,0,0,0,0,6,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVb
ce57eb883029cd1940be27cabd13beac,0,0,0,0,0,0,0,6,0,0,0,0,0,6,Firmicutes,Clostridia,Clostridiales,Heliobacteriaceae,Hydrogenispora
cea6f91d7c6eede7bc0370c35e5139b2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
cf0bbec555b3b8b1a12385fd34cbb99e,0,0,0,0,0,0,0,6,0,0,0,0,0,6,Acidobacteria,Acidobacteria_Gp17,Gp17,,
cf8ee30cd5612fa2424caf729cce13c4,0,0,0,0,0,0,0,0,0,0,0,0,6,6,candidate division ZB3,ZB3_genera_incertae_sedis,,,
d00901d1fae708c289c3e56bc4961f40,0,0,0,0,6,0,0,0,0,0,0,0,0,6,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
d47d4182ee5e712ebd8cf83e9487f2e3,2,4,0,0,0,0,0,0,0,0,0,0,0,6,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,Telmatocola
d5ddd2d41386dcff147983fbfc56e4fd,0,0,0,0,0,0,0,0,0,0,0,6,0,6,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides
d64cece9306e0b180d82cd330f288418,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flintibacter
dcc25fb47b437e45dc38c70cd6c60af6,0,2,0,0,0,4,0,0,0,0,0,0,0,6,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides
dd3fa20a70a8577d87d48a7a92093b27,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
ddb2bfbc7de5ebec5964346de4c5f3cb,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Thermomarinilinea
dfe901a50467cb9e6f317579ed6e53f6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Firmicutes,Clostridia,Clostridiales,Peptococcaceae 2,Desulfurispora
e578c358b4f794f85cafd7f710274521,0,0,0,0,0,0,0,0,0,4,2,0,0,6,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermodesulfitimonas
e606e437fb9b2abf3c6c0010f495d46e,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Saccharofermentans
e66237acdc15145b9ec107c723a28a63,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
e674ac002bf4dffe04fae3e30f82f414,0,0,0,0,0,0,0,0,0,0,0,6,0,6,Omnitrophica,Omnitrophica_genera_incertae_sedis,,,
ea695c19dff3e83b24aed47b0205bdff,0,0,0,0,0,2,0,4,0,0,0,0,0,6,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Thermoplasmatales_incertae_sedis,Thermogymnomonas
f1bc43d8358001dc2fcd2609850916db,0,0,0,0,0,4,0,0,0,0,0,0,2,6,Armatimonadetes,Armatimonadetes_gp2,,,
f3e29756cc708e2b9759b910c09b8140,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Fonticella
f5e828e3e6423f45fd461e5ff505349a,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetivibrio
f7527a982244aecd5615b5cad28e1f09,0,0,0,0,0,0,0,0,6,0,0,0,0,6,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera
f7a692ce2087466ca8b299f48e3eed52,0,0,0,0,0,0,0,0,0,0,0,6,0,6,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Sediminivirga
f7bbc17653a3cbc10af254eed14119a6,0,0,0,6,0,0,0,0,0,0,0,0,0,6,Omnitrophica,Omnitrophica_genera_incertae_sedis,,,
007318e8cbebc125661d8040a9643118,0,0,0,0,0,0,0,0,0,0,0,5,0,5,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Sporanaerobacter
013c10e28d6c797ced0060aae840b024,0,2,0,0,0,0,3,0,0,0,0,0,0,5,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulfoglaeba
